transaction_id,user_id,amount,date_time,merchant,location,payment_type
TXN_10024,User_89,253.05,2026-01-29 19:03:00,Airtel,Kanpur,P2M
TXN_10025,User_4,258.97,2026-01-01 13:52:00,Netflix,Delhi,P2M
TXN_10026,User_78,113.83,2026-01-06 09:32:00,Petrol_Pump,Pune,P2M
TXN_10027,User_26,247.24,2026-03-15 23:38:00,Local_Kirana,Pune,P2P
TXN_10028,User_20,407.26,2026-01-03 07:10:00,Swiggy,Pune,P2P
TXN_10029,User_89,19135.52,2026-01-14 10:31:00,Petrol_Pump,Delhi,P2M
TXN_10030,User_74,107.12,2026-01-30 02:24:00,Netflix,Pune,P2P
TXN_10031,User_60,373.15,2026-03-05 15:28:00,Airtel,Delhi,P2P
TXN_10032,User_7,85.59,2026-02-28 23:19:00,Airtel,Kanpur,P2P
TXN_10033,User_46,178.75,2026-01-17 04:03:00,Airtel,Delhi,P2M
TXN_10034,User_36,78.47,2026-02-15 02:24:00,Airtel,Delhi,P2M
TXN_10035,User_61,128.44,2026-01-28 23:45:00,Zomato,Bangalore,P2P
TXN_10036,User_62,408.11,2026-03-16 09:02:00,Local_Kirana,Mumbai,P2M
TXN_10037,User_40,283.18,2026-01-27 21:40:00,Local_Kirana,Delhi,P2P
TXN_10038,User_71,86.4,2026-02-26 15:20:00,Netflix,Pune,P2M
TXN_10039,User_56,249.68,2026-03-01 23:32:00,Netflix,Delhi,P2M
TXN_10040,User_59,408.38,2026-02-13 00:39:00,Swiggy,Kanpur,P2P
TXN_10041,User_55,18462.31,2026-01-24 20:48:00,Local_Kirana,Kanpur,P2M
TXN_10042,User_17,265.2,2026-02-19 03:11:00,Netflix,Bangalore,P2P
TXN_10043,User_94,498.72,2026-03-01 15:26:00,Petrol_Pump,Kanpur,P2P
TXN_10044,User_58,290.0,2026-03-09 07:36:00,Amazon,Bangalore,P2P
TXN_10045,User_12,405.37,2026-03-20 08:20:00,Zomato,Delhi,P2P
TXN_10046,User_30,479.58,2026-02-12 12:28:00,Zomato,Pune,P2P
TXN_10047,User_61,216.26,2026-03-18 18:28:00,Local_Kirana,Mumbai,P2M
TXN_10048,User_86,31539.38,2026-02-04 07:54:00,Amazon,Kanpur,P2M
TXN_10049,User_28,25.07,2026-02-16 19:52:00,Airtel,Bangalore,P2P
TXN_10050,User_66,388.79,2026-02-27 13:14:00,Amazon,Pune,P2P
TXN_10051,User_88,41271.66,2026-02-05 20:06:00,Zomato,Bangalore,P2M
TXN_10052,User_83,45084.52,2026-01-27 06:17:00,Airtel,Pune,P2M
TXN_10053,User_1,195.05,2026-02-25 03:21:00,Airtel,Pune,P2P
TXN_10054,User_98,468.16,2026-03-22 07:29:00,Amazon,Mumbai,P2M
TXN_10055,User_37,147.95,2026-01-05 09:16:00,Netflix,Pune,P2M
TXN_10056,User_87,22276.99,2026-02-09 17:39:00,Amazon,Bangalore,P2P
TXN_10057,User_10,308.87,2026-03-19 01:55:00,Petrol_Pump,Delhi,P2P
TXN_10058,User_84,105.25,2026-03-28 14:06:00,Netflix,Pune,P2P
TXN_10059,User_81,236.42,2026-01-06 14:43:00,Local_Kirana,Delhi,P2P
TXN_10060,User_96,312.17,2026-01-28 14:07:00,Local_Kirana,Mumbai,P2M
TXN_10061,User_44,39030.13,2026-03-04 13:12:00,Petrol_Pump,Bangalore,P2P
TXN_10062,User_94,418.79,2026-01-20 10:52:00,Zomato,Bangalore,P2M
TXN_10063,User_70,471.62,2026-01-04 11:08:00,Swiggy,Pune,P2M
TXN_10064,User_11,442.73,2026-03-12 07:19:00,Netflix,Mumbai,P2P
TXN_10065,User_37,40607.09,2026-01-29 09:12:00,Airtel,Kanpur,P2P
TXN_10066,User_73,39479.18,2026-02-16 23:21:00,Zomato,Kanpur,P2M
TXN_10067,User_75,337.67,2026-01-13 12:33:00,Netflix,Mumbai,P2M
TXN_10068,User_83,342.2,2026-03-13 00:30:00,Netflix,Kanpur,P2M
TXN_10069,User_97,297.81,2026-02-13 11:21:00,Zomato,Mumbai,P2M
TXN_10070,User_15,492.93,2026-03-04 03:00:00,Local_Kirana,Bangalore,P2P
TXN_10071,User_70,317.9,2026-03-15 07:57:00,Local_Kirana,Pune,P2M
TXN_10072,User_60,479.98,2026-02-03 14:33:00,Airtel,Pune,P2P
TXN_10073,User_20,104.01,2026-02-04 10:53:00,Petrol_Pump,Bangalore,P2M
TXN_10074,User_79,4098.11,2026-03-23 13:53:00,Swiggy,Delhi,P2P
TXN_10075,User_57,423.45,2026-01-19 05:30:00,Local_Kirana,Kanpur,P2P
TXN_10076,User_48,93.06,2026-02-26 19:38:00,Swiggy,Mumbai,P2M
TXN_10077,User_78,151.18,2026-03-18 16:59:00,Local_Kirana,Delhi,P2M
TXN_10078,User_62,369.87,2026-03-02 04:26:00,Airtel,Bangalore,P2P
TXN_10079,User_47,424.46,2026-02-19 16:00:00,Netflix,Pune,P2P
TXN_10080,User_8,53.24,2026-02-01 03:04:00,Airtel,Delhi,P2M
TXN_10081,User_68,232.79,2026-03-02 08:24:00,Netflix,Bangalore,P2P
TXN_10082,User_15,209.82,2026-01-24 13:24:00,Petrol_Pump,Bangalore,P2M
TXN_10083,User_41,157.16,2026-01-24 20:17:00,Airtel,Pune,P2M
TXN_10084,User_93,3423.07,2026-02-20 05:34:00,Zomato,Pune,P2P
TXN_10085,User_88,301.12,2026-01-15 08:00:00,Airtel,Pune,P2M
TXN_10086,User_80,494.35,2026-03-22 08:25:00,Airtel,Pune,P2M
TXN_10087,User_74,237.03,2026-02-16 13:28:00,Local_Kirana,Delhi,P2P
TXN_10088,User_37,157.59,2026-02-16 14:38:00,Local_Kirana,Delhi,P2M
TXN_10089,User_12,124.52,2026-01-02 11:35:00,Netflix,Bangalore,P2M
TXN_10090,User_27,42209.45,2026-03-10 10:22:00,Local_Kirana,Mumbai,P2P
TXN_10091,User_31,237.86,2026-03-25 10:00:00,Amazon,Mumbai,P2M
TXN_10092,User_33,28667.46,2026-01-31 11:43:00,Amazon,Bangalore,P2M
TXN_10093,User_4,494.64,2026-01-25 06:21:00,Amazon,Delhi,P2P
TXN_10094,User_8,138.09,2026-02-10 16:02:00,Zomato,Pune,P2M
TXN_10095,User_86,30.22,2026-03-08 06:03:00,Airtel,Mumbai,P2P
TXN_10096,User_91,14240.19,2026-03-28 08:16:00,Netflix,Mumbai,P2P
TXN_10097,User_49,40645.82,2026-02-02 13:20:00,Petrol_Pump,Bangalore,P2P
TXN_10098,User_47,19184.8,2026-02-22 13:55:00,Petrol_Pump,Delhi,P2M
TXN_10099,User_74,467.46,2026-01-28 02:49:00,Local_Kirana,Pune,P2M
TXN_10100,User_78,72.87,2026-03-11 04:17:00,Swiggy,Bangalore,P2P
TXN_10101,User_3,96.49,2026-02-09 01:35:00,Petrol_Pump,Pune,P2M
TXN_10102,User_64,125.88,2026-02-24 04:12:00,Netflix,Delhi,P2M
TXN_10103,User_50,22950.83,2026-03-30 11:48:00,Swiggy,Bangalore,P2P
TXN_10104,User_95,380.23,2026-03-01 22:39:00,Netflix,Delhi,P2M
TXN_10105,User_21,378.22,2026-01-29 15:24:00,Netflix,Delhi,P2M
TXN_10106,User_54,353.22,2026-02-19 05:30:00,Petrol_Pump,Mumbai,P2P
TXN_10107,User_45,429.59,2026-01-11 14:45:00,Local_Kirana,Kanpur,P2P
TXN_10108,User_95,426.84,2026-01-06 17:55:00,Petrol_Pump,Mumbai,P2M
TXN_10109,User_7,58.7,2026-02-10 23:32:00,Netflix,Mumbai,P2M
TXN_10110,User_94,30514.3,2026-03-03 02:49:00,Local_Kirana,Delhi,P2M
TXN_10111,User_41,452.78,2026-03-27 08:00:00,Netflix,Mumbai,P2P
TXN_10112,User_41,142.66,2026-03-24 02:55:00,Zomato,Pune,P2M
TXN_10113,User_53,151.08,2026-02-01 08:34:00,Swiggy,Kanpur,P2P
TXN_10114,User_87,465.23,2026-03-03 01:01:00,Local_Kirana,Mumbai,P2P
TXN_10115,User_32,312.06,2026-02-19 09:18:00,Local_Kirana,Mumbai,P2P
TXN_10116,User_42,465.51,2026-01-04 14:15:00,Swiggy,Pune,P2M
TXN_10117,User_39,42403.79,2026-01-08 17:21:00,Petrol_Pump,Pune,P2P
TXN_10118,User_31,280.49,2026-03-26 06:28:00,Petrol_Pump,Delhi,P2P
TXN_10119,User_78,237.0,2026-02-06 08:30:00,Airtel,Bangalore,P2M
TXN_10120,User_16,395.87,2026-02-22 04:24:00,Amazon,Mumbai,P2P
TXN_10121,User_97,351.18,2026-01-30 13:10:00,Swiggy,Mumbai,P2M
TXN_10122,User_98,20042.35,2026-01-04 00:07:00,Amazon,Kanpur,P2P
TXN_10123,User_18,273.35,2026-01-17 08:11:00,Amazon,Delhi,P2P
TXN_10124,User_97,88.49,2026-01-11 09:50:00,Airtel,Delhi,P2M
TXN_10125,User_45,441.34,2026-02-09 14:19:00,Swiggy,Mumbai,P2P
TXN_10126,User_42,139.9,2026-01-28 00:15:00,Amazon,Mumbai,P2M
TXN_10127,User_63,238.12,2026-03-21 19:02:00,Airtel,Bangalore,P2P
TXN_10128,User_73,471.97,2026-03-25 08:06:00,Petrol_Pump,Kanpur,P2P
TXN_10129,User_14,449.76,2026-01-27 10:54:00,Zomato,Mumbai,P2P
TXN_10130,User_35,345.83,2026-01-09 07:10:00,Local_Kirana,Bangalore,P2M
TXN_10131,User_1,12884.18,2026-02-26 01:14:00,Amazon,Mumbai,P2M
TXN_10132,User_45,26932.32,2026-02-25 15:01:00,Airtel,Kanpur,P2P
TXN_10133,User_7,70.65,2026-02-26 09:08:00,Local_Kirana,Pune,P2P
TXN_10134,User_80,267.98,2026-02-22 16:28:00,Swiggy,Delhi,P2M
TXN_10135,User_73,12.12,2026-01-10 01:28:00,Petrol_Pump,Kanpur,P2M
TXN_10136,User_29,405.92,2026-03-15 13:01:00,Amazon,Mumbai,P2P
TXN_10137,User_100,21581.97,2026-01-09 11:07:00,Netflix,Delhi,P2M
TXN_10138,User_14,446.35,2026-02-08 10:18:00,Amazon,Pune,P2M
TXN_10139,User_26,296.88,2026-03-17 02:40:00,Swiggy,Bangalore,P2M
TXN_10140,User_69,178.83,2026-01-19 11:44:00,Netflix,Delhi,P2M
TXN_10141,User_4,339.41,2026-01-25 11:26:00,Petrol_Pump,Bangalore,P2M
TXN_10142,User_81,43527.8,2026-01-02 00:20:00,Netflix,Pune,P2M
TXN_10143,User_87,33.96,2026-03-15 02:16:00,Airtel,Bangalore,P2M
TXN_10144,User_25,187.53,2026-02-09 08:51:00,Swiggy,Kanpur,P2M
TXN_10145,User_15,11.15,2026-03-30 16:55:00,Airtel,Pune,P2P
TXN_10146,User_1,123.58,2026-01-31 10:31:00,Petrol_Pump,Kanpur,P2M
TXN_10147,User_88,16192.8,2026-03-03 18:14:00,Amazon,Mumbai,P2P
TXN_10148,User_2,388.78,2026-02-04 11:31:00,Zomato,Mumbai,P2P
TXN_10149,User_95,93.26,2026-03-05 20:07:00,Petrol_Pump,Pune,P2P
TXN_10150,User_74,425.08,2026-03-23 16:25:00,Petrol_Pump,Delhi,P2M
TXN_10151,User_5,19.08,2026-03-03 21:08:00,Swiggy,Bangalore,P2M
TXN_10152,User_32,350.75,2026-03-05 22:16:00,Swiggy,Mumbai,P2P
TXN_10153,User_36,6255.05,2026-03-27 09:08:00,Amazon,Mumbai,P2M
TXN_10154,User_92,18.37,2026-03-29 02:05:00,Petrol_Pump,Pune,P2M
TXN_10155,User_46,416.65,2026-02-24 14:02:00,Zomato,Delhi,P2P
TXN_10156,User_21,222.68,2026-02-06 22:43:00,Swiggy,Delhi,P2P
TXN_10157,User_11,315.45,2026-03-09 00:09:00,Swiggy,Mumbai,P2P
TXN_10158,User_86,280.16,2026-02-27 02:35:00,Swiggy,Kanpur,P2M
TXN_10159,User_14,37.52,2026-01-11 22:35:00,Swiggy,Mumbai,P2M
TXN_10160,User_82,283.74,2026-02-10 07:49:00,Netflix,Kanpur,P2M
TXN_10161,User_6,207.6,2026-03-21 22:56:00,Local_Kirana,Pune,P2P
TXN_10162,User_71,487.63,2026-03-29 06:46:00,Petrol_Pump,Kanpur,P2M
TXN_10163,User_77,316.35,2026-02-21 13:28:00,Airtel,Mumbai,P2P
TXN_10164,User_83,49690.3,2026-02-25 15:56:00,Netflix,Mumbai,P2M
TXN_10165,User_21,131.61,2026-04-01 21:54:00,Zomato,Bangalore,P2M
TXN_10166,User_91,192.52,2026-01-24 11:02:00,Amazon,Pune,P2M
TXN_10167,User_13,492.42,2026-01-14 20:30:00,Amazon,Mumbai,P2P
TXN_10168,User_82,478.45,2026-03-07 18:16:00,Amazon,Mumbai,P2P
TXN_10169,User_19,203.11,2026-03-11 12:29:00,Zomato,Mumbai,P2P
TXN_10170,User_10,245.38,2026-02-01 05:23:00,Zomato,Bangalore,P2P
TXN_10171,User_72,74.5,2026-02-27 00:44:00,Netflix,Pune,P2P
TXN_10172,User_60,432.84,2026-01-08 12:28:00,Petrol_Pump,Delhi,P2M
TXN_10173,User_85,493.63,2026-01-13 20:06:00,Amazon,Bangalore,P2P
TXN_10174,User_6,137.03,2026-01-20 12:31:00,Amazon,Kanpur,P2P
TXN_10175,User_30,49497.3,2026-03-04 08:05:00,Petrol_Pump,Kanpur,P2M
TXN_10176,User_3,471.28,2026-03-20 18:35:00,Swiggy,Bangalore,P2P
TXN_10177,User_6,422.32,2026-01-15 20:40:00,Local_Kirana,Mumbai,P2M
TXN_10178,User_56,46.84,2026-03-07 18:49:00,Petrol_Pump,Bangalore,P2M
TXN_10179,User_3,17.63,2026-01-20 06:32:00,Local_Kirana,Pune,P2M
TXN_10180,User_64,26.51,2026-01-14 20:37:00,Netflix,Bangalore,P2P
TXN_10181,User_96,48312.85,2026-01-30 02:37:00,Amazon,Pune,P2P
TXN_10182,User_46,402.98,2026-02-24 05:14:00,Swiggy,Mumbai,P2P
TXN_10183,User_49,145.94,2026-01-31 00:10:00,Amazon,Delhi,P2M
TXN_10184,User_31,36002.43,2026-03-24 18:55:00,Petrol_Pump,Mumbai,P2P
TXN_10185,User_93,272.05,2026-03-05 21:25:00,Swiggy,Delhi,P2P
TXN_10186,User_37,32.97,2026-02-01 08:36:00,Amazon,Delhi,P2P
TXN_10187,User_62,192.88,2026-02-26 06:57:00,Amazon,Pune,P2P
TXN_10188,User_15,231.6,2026-03-03 12:18:00,Airtel,Bangalore,P2P
TXN_10189,User_33,41.62,2026-01-28 05:51:00,Netflix,Kanpur,P2P
TXN_10190,User_2,418.98,2026-02-28 11:50:00,Airtel,Pune,P2P
TXN_10191,User_93,482.37,2026-01-01 05:09:00,Petrol_Pump,Bangalore,P2P
TXN_10192,User_89,95.01,2026-01-13 00:08:00,Petrol_Pump,Kanpur,P2P
TXN_10193,User_39,254.09,2026-03-26 11:54:00,Swiggy,Kanpur,P2P
TXN_10194,User_56,308.35,2026-01-07 05:43:00,Airtel,Mumbai,P2M
TXN_10195,User_47,480.42,2026-01-14 02:39:00,Swiggy,Mumbai,P2P
TXN_10196,User_92,421.12,2026-03-05 06:28:00,Zomato,Kanpur,P2P
TXN_10197,User_11,102.08,2026-02-12 01:15:00,Netflix,Pune,P2M
TXN_10198,User_51,27610.95,2026-02-22 05:11:00,Netflix,Pune,P2P
TXN_10199,User_14,337.27,2026-02-21 06:16:00,Netflix,Mumbai,P2M
TXN_10200,User_50,36267.81,2026-01-01 13:33:00,Airtel,Pune,P2P
TXN_10201,User_81,30919.02,2026-03-15 23:52:00,Swiggy,Pune,P2M
TXN_10202,User_51,483.61,2026-01-26 11:48:00,Netflix,Delhi,P2M
TXN_10203,User_33,398.18,2026-01-13 12:16:00,Swiggy,Mumbai,P2P
TXN_10204,User_78,311.4,2026-02-26 15:43:00,Swiggy,Pune,P2M
TXN_10205,User_77,306.6,2026-03-02 11:46:00,Netflix,Kanpur,P2M
TXN_10206,User_94,285.72,2026-03-08 05:58:00,Petrol_Pump,Mumbai,P2M
TXN_10207,User_12,388.31,2026-02-02 18:31:00,Netflix,Pune,P2P
TXN_10208,User_27,454.79,2026-01-11 09:17:00,Netflix,Bangalore,P2P
TXN_10209,User_30,48.95,2026-01-15 01:46:00,Airtel,Pune,P2P
TXN_10210,User_3,440.95,2026-01-28 09:24:00,Amazon,Kanpur,P2M
TXN_10211,User_31,372.02,2026-01-25 08:13:00,Airtel,Kanpur,P2P
TXN_10212,User_80,98.06,2026-01-07 09:29:00,Airtel,Pune,P2M
TXN_10213,User_23,98.64,2026-03-24 00:27:00,Local_Kirana,Pune,P2P
TXN_10214,User_12,293.38,2026-03-08 05:31:00,Netflix,Pune,P2M
TXN_10215,User_52,416.78,2026-02-28 22:49:00,Petrol_Pump,Delhi,P2P
TXN_10216,User_26,7307.85,2026-01-07 01:15:00,Petrol_Pump,Mumbai,P2M
TXN_10217,User_32,333.41,2026-03-09 21:10:00,Local_Kirana,Pune,P2M
TXN_10218,User_46,237.62,2026-03-03 19:32:00,Petrol_Pump,Delhi,P2M
TXN_10219,User_99,84.63,2026-01-15 00:37:00,Petrol_Pump,Mumbai,P2M
TXN_10220,User_79,37353.6,2026-01-03 00:56:00,Swiggy,Delhi,P2M
TXN_10221,User_13,243.42,2026-01-04 13:12:00,Amazon,Mumbai,P2P
TXN_10222,User_22,121.74,2026-03-29 04:50:00,Airtel,Pune,P2P
TXN_10223,User_84,138.74,2026-02-17 05:01:00,Local_Kirana,Pune,P2M
TXN_10224,User_14,24715.75,2026-03-27 19:46:00,Amazon,Delhi,P2M
TXN_10225,User_17,411.76,2026-03-30 15:52:00,Airtel,Mumbai,P2P
TXN_10226,User_81,364.11,2026-03-22 19:36:00,Zomato,Pune,P2M
TXN_10227,User_97,448.39,2026-03-25 07:57:00,Swiggy,Delhi,P2M
TXN_10228,User_41,347.33,2026-01-27 15:24:00,Swiggy,Mumbai,P2P
TXN_10229,User_63,401.18,2026-02-24 15:05:00,Amazon,Delhi,P2P
TXN_10230,User_74,42159.05,2026-03-12 12:03:00,Zomato,Mumbai,P2M
TXN_10231,User_71,116.5,2026-02-28 05:37:00,Zomato,Delhi,P2P
TXN_10232,User_71,3266.57,2026-02-13 06:54:00,Amazon,Pune,P2P
TXN_10233,User_62,36929.16,2026-03-02 02:56:00,Local_Kirana,Delhi,P2M
TXN_10234,User_22,5183.6,2026-02-26 05:39:00,Swiggy,Delhi,P2M
TXN_10235,User_63,430.02,2026-03-23 17:08:00,Airtel,Pune,P2M
TXN_10236,User_9,410.77,2026-03-15 10:13:00,Airtel,Bangalore,P2M
TXN_10237,User_99,426.82,2026-03-25 21:35:00,Swiggy,Mumbai,P2M
TXN_10238,User_61,285.12,2026-02-17 22:47:00,Local_Kirana,Mumbai,P2P
TXN_10239,User_43,427.84,2026-03-22 13:05:00,Airtel,Mumbai,P2P
TXN_10240,User_50,38.38,2026-03-16 00:58:00,Zomato,Delhi,P2P
TXN_10241,User_75,112.02,2026-01-22 12:08:00,Petrol_Pump,Delhi,P2M
TXN_10242,User_81,310.07,2026-01-21 16:32:00,Amazon,Pune,P2M
TXN_10243,User_36,178.47,2026-02-23 05:52:00,Petrol_Pump,Mumbai,P2M
TXN_10244,User_30,319.45,2026-03-07 22:21:00,Airtel,Delhi,P2P
TXN_10245,User_71,283.23,2026-01-02 17:58:00,Netflix,Pune,P2P
TXN_10246,User_66,188.24,2026-02-15 05:37:00,Petrol_Pump,Mumbai,P2P
TXN_10247,User_7,456.32,2026-02-22 10:26:00,Petrol_Pump,Pune,P2P
TXN_10248,User_82,390.6,2026-01-01 06:49:00,Swiggy,Mumbai,P2P
TXN_10249,User_84,379.97,2026-03-26 23:42:00,Petrol_Pump,Delhi,P2P
TXN_10250,User_62,89.17,2026-02-23 18:14:00,Swiggy,Pune,P2M
TXN_10251,User_58,416.68,2026-02-27 09:58:00,Swiggy,Pune,P2P
TXN_10252,User_96,55.23,2026-03-20 11:15:00,Amazon,Mumbai,P2M
TXN_10253,User_76,483.95,2026-02-13 05:16:00,Swiggy,Pune,P2M
TXN_10254,User_23,3811.32,2026-02-18 12:51:00,Amazon,Kanpur,P2P
TXN_10255,User_73,484.93,2026-02-19 04:20:00,Swiggy,Mumbai,P2P
TXN_10256,User_43,452.18,2026-02-08 07:02:00,Swiggy,Delhi,P2M
TXN_10257,User_60,434.05,2026-01-15 12:15:00,Swiggy,Mumbai,P2M
TXN_10258,User_5,399.62,2026-02-11 02:34:00,Petrol_Pump,Bangalore,P2P
TXN_10259,User_57,232.11,2026-03-28 12:43:00,Local_Kirana,Bangalore,P2P
TXN_10260,User_91,99.23,2026-03-18 19:04:00,Zomato,Pune,P2M
TXN_10261,User_84,324.38,2026-03-23 11:58:00,Airtel,Bangalore,P2P
TXN_10262,User_84,81.82,2026-01-12 00:53:00,Netflix,Bangalore,P2M
TXN_10263,User_33,288.08,2026-02-06 00:40:00,Netflix,Mumbai,P2P
TXN_10264,User_55,357.22,2026-02-11 01:27:00,Local_Kirana,Bangalore,P2P
TXN_10265,User_7,38480.53,2026-01-19 23:06:00,Petrol_Pump,Mumbai,P2M
TXN_10266,User_63,409.43,2026-02-27 05:43:00,Netflix,Delhi,P2P
TXN_10267,User_19,166.29,2026-02-06 05:10:00,Swiggy,Delhi,P2M
TXN_10268,User_29,227.95,2026-01-02 16:24:00,Airtel,Bangalore,P2M
TXN_10269,User_60,318.78,2026-02-07 21:50:00,Netflix,Pune,P2M
TXN_10270,User_51,32765.42,2026-01-15 19:17:00,Airtel,Bangalore,P2M
TXN_10271,User_16,465.19,2026-03-01 22:36:00,Netflix,Kanpur,P2P
TXN_10272,User_28,47250.52,2026-01-05 08:31:00,Swiggy,Pune,P2P
TXN_10273,User_7,385.09,2026-01-29 12:38:00,Netflix,Pune,P2M
TXN_10274,User_79,294.36,2026-03-31 14:46:00,Swiggy,Kanpur,P2P
TXN_10275,User_10,123.26,2026-03-17 10:54:00,Petrol_Pump,Kanpur,P2M
TXN_10276,User_58,55.41,2026-03-10 14:36:00,Swiggy,Bangalore,P2M
TXN_10277,User_32,270.23,2026-01-29 17:21:00,Petrol_Pump,Mumbai,P2M
TXN_10278,User_24,146.22,2026-03-04 18:27:00,Netflix,Bangalore,P2P
TXN_10279,User_100,410.72,2026-03-18 17:43:00,Zomato,Mumbai,P2P
TXN_10280,User_47,39137.41,2026-01-23 17:54:00,Petrol_Pump,Kanpur,P2P
TXN_10281,User_80,21185.49,2026-03-29 05:21:00,Swiggy,Kanpur,P2M
TXN_10282,User_18,184.81,2026-01-22 02:56:00,Swiggy,Bangalore,P2P
TXN_10283,User_75,60.23,2026-01-04 15:47:00,Swiggy,Pune,P2M
TXN_10284,User_50,419.31,2026-02-24 03:42:00,Netflix,Pune,P2M
TXN_10285,User_60,281.25,2026-03-30 12:52:00,Netflix,Delhi,P2M
TXN_10286,User_50,185.73,2026-02-21 04:25:00,Netflix,Pune,P2M
TXN_10287,User_39,449.15,2026-03-12 07:41:00,Petrol_Pump,Bangalore,P2M
TXN_10288,User_6,445.41,2026-03-09 09:51:00,Local_Kirana,Bangalore,P2P
TXN_10289,User_45,48263.89,2026-02-17 16:28:00,Local_Kirana,Delhi,P2P
TXN_10290,User_34,294.44,2026-03-26 04:34:00,Swiggy,Mumbai,P2P
TXN_10291,User_12,337.78,2026-01-12 12:37:00,Local_Kirana,Kanpur,P2M
TXN_10292,User_78,380.45,2026-02-22 19:07:00,Zomato,Kanpur,P2M
TXN_10293,User_51,74.08,2026-01-29 10:51:00,Amazon,Pune,P2P
TXN_10294,User_76,85.18,2026-01-26 04:57:00,Airtel,Kanpur,P2P
TXN_10295,User_72,33931.96,2026-03-05 09:34:00,Zomato,Delhi,P2P
TXN_10296,User_9,227.72,2026-02-08 22:30:00,Local_Kirana,Bangalore,P2P
TXN_10297,User_16,333.79,2026-01-13 07:48:00,Airtel,Kanpur,P2P
TXN_10298,User_43,363.57,2026-01-19 02:39:00,Zomato,Bangalore,P2M
TXN_10299,User_3,496.37,2026-04-01 20:43:00,Petrol_Pump,Kanpur,P2M
TXN_10300,User_99,248.05,2026-01-24 12:22:00,Petrol_Pump,Delhi,P2P
TXN_10301,User_14,481.94,2026-03-20 18:38:00,Swiggy,Kanpur,P2P
TXN_10302,User_3,106.73,2026-01-11 01:03:00,Local_Kirana,Bangalore,P2M
TXN_10303,User_54,399.51,2026-03-26 23:48:00,Local_Kirana,Mumbai,P2P
TXN_10304,User_18,25188.68,2026-01-13 15:24:00,Zomato,Delhi,P2P
TXN_10305,User_54,362.49,2026-02-23 21:03:00,Swiggy,Pune,P2M
TXN_10306,User_86,248.35,2026-02-25 04:44:00,Airtel,Kanpur,P2M
TXN_10307,User_82,29.55,2026-01-01 01:52:00,Zomato,Bangalore,P2P
TXN_10308,User_37,10.1,2026-01-25 17:52:00,Zomato,Delhi,P2M
TXN_10309,User_58,105.18,2026-01-12 11:20:00,Airtel,Delhi,P2M
TXN_10310,User_66,46.76,2026-01-16 05:09:00,Swiggy,Delhi,P2M
TXN_10311,User_38,441.02,2026-01-23 03:55:00,Netflix,Delhi,P2M
TXN_10312,User_82,426.29,2026-03-29 03:19:00,Amazon,Mumbai,P2P
TXN_10313,User_60,488.89,2026-03-25 09:39:00,Swiggy,Pune,P2M
TXN_10314,User_38,467.47,2026-02-21 20:10:00,Amazon,Delhi,P2M
TXN_10315,User_73,146.7,2026-01-25 12:24:00,Netflix,Kanpur,P2M
TXN_10316,User_37,46.96,2026-02-04 18:10:00,Airtel,Bangalore,P2P
TXN_10317,User_59,104.49,2026-02-18 07:30:00,Amazon,Bangalore,P2P
TXN_10318,User_25,32296.46,2026-02-05 08:35:00,Zomato,Bangalore,P2P
